Code,Name,MainUnit,SecondUnit,MainUnitRatio,SecondUnitRatio
761100000003 ,水溶孜然粉NSF103/仲景,kg,包,5,1
761100000004 ,五香粉A/1kg/袋*20袋/箱/味真美,kg,箱,20,1
761100000005 ,白胡椒粉/10kg/包*2包/箱/兴化联富,kg,箱,20,1
761100000006 ,蒜粉/兴化联富/20kg/包,kg,包,20,1
761100000007 ,中辣辣椒粉/25kg/袋/星城,kg,袋,25,1
761100000008 ,白胡椒粉（味真美）/味真美,kg,箱,20,1
761100000009 ,黑胡椒粉H-01/25kg/袋/同雅伟盛,kg,袋,25,1
761100000010 ,香菇精粉-01/1kg/包*18包/箱/宏芳,kg,箱,18,1
761100000011 ,花椒粉/25kg/袋/韩城久芳,kg,袋,25,1
761100000012 ,高辣粉/20kg/箱/味真美,kg,箱,20,1
761100000013 ,洋葱粉/10kg/包*2包/箱/兴化联富,kg,箱,20,1
761100000014 ,黑胡椒碎40目/25kg/袋/星城,kg,袋,25,1
761100000016 ,白芷粉/20kg/箱/味真美,kg,箱,20,1
761100000017 ,肉豆蔻粉/20kg/箱/味真美,kg,箱,20,1
761100000018 ,大蒜粉/10kg/包*2包/箱/兴化联富,kg,箱,20,1
761100000019 ,肉桂粉（玉桂粉）/味好美/453g/瓶,kg,瓶,0.453,1
761100000020 ,红葱酥T66333/天博,kg,袋,5,1
761100000021 ,百草粉MS09001/台湾久芳,kg,箱,15,1
761100000024 ,黄洋葱粉/10kg/袋*2袋/箱/宏芳,kg,箱,20,1
761100000025 ,香葱粉/20kg/箱/兴化联富,kg,箱,20,1
761100000026 ,辣椒粉M/星城/25kg/袋,kg,袋,25,1
761100000027 ,黑胡椒粉（999001965）/味好美/25kg/包,kg,包,25,1
761100000028 ,生姜粉（999001997）/味好美/25kg/包,kg,包,25,1
761100000029 ,甘椒粉（999001870）/味好美/15kg/包,kg,包,15,1
761100000030 ,香菜籽粉/味好美/397g/瓶*12瓶/箱,kg,瓶,0.397,1
761100000031 ,多香果粉(甘椒粉)330000/1kg/袋*15袋/箱/海乐,kg,箱,15,1
761100000032 ,多香果粉(甘椒粉)3300001/25kg/袋/海乐,kg,袋,25,1
761100000033 ,香菜籽粉/25kg/袋/星城,kg,袋,25,1
761100000034 ,高辣粉/25kg/箱/味真美,kg,箱,25,1
761100000035 ,小茴香粉/25kg/袋/星城,kg,袋,25,1
761200000001 ,八角/HS,kg,袋,0.45,1
761200000002 ,桂皮/,kg,KG,1,1
761200000003 ,香叶（辅料）/,kg,KG,1,1
761300000001 ,草果/AKA,kg,袋,0.4,1
761300000002 ,豆蔻/AKA,kg,袋,0.2,1
761300000003 ,花椒(辅料)/500g/袋/HS,袋,kg,1,0.5
761300000004 ,陈皮/500g/袋/HS,袋,kg,1,0.5
761300000005 ,山奈/500g/袋/HS,袋,kg,1,0.5
761300000006 ,孜然粉/兴化联富/20kg/箱,kg,箱,20,1
761300000007 ,八角/15kg/箱/味真美,kg,箱,15,1
761300000008 ,甘草/15kg/箱/味真美,kg,箱,15,1
761300000009 ,草果/20kg/箱/味真美,kg,箱,20,1
761300000010 ,陈皮/10kg/箱/味真美,kg,箱,10,1
761300000011 ,桂皮/5kg/箱/味真美,kg,箱,5,1
761300000012 ,红花椒/10kg/箱/味真美,kg,箱,10,1
761300000013 ,熟地/20kg/箱/味真美,kg,箱,20,1
761300000014 ,川芎/20kg/箱/味真美,kg,箱,20,1
761300000015 ,白胡椒粒/20kg/箱/味真美,kg,箱,20,1
761300000016 ,山奈/20kg/箱/味真美,kg,箱,20,1
761300000017 ,香叶/5kg/箱/味真美,kg,箱,5,1
761300000018 ,黑胡椒粒/20kg/箱/味真美,kg,kg,20,1
761300000019 ,干辣椒段/10kg/箱/味真美,kg,箱,10,1
761400000001 ,欧芹碎324701/250g/包*15包/箱/海乐,kg,箱,3.75,1
761400000002 ,百里香片335002/500g/包*15包/箱/海乐,kg,箱,7.5,1
761400000003 ,辣椒片3*3mm/25kg/袋/星城,kg,袋,25,1
761400000004 ,碎罗勒300217/250g/袋/*15袋/箱/海乐,kg,箱,3.75,1
761400000005 ,牛至碎320803/250g/袋*15袋/箱/海乐,kg,箱,3.75,1
764200000001 ,枸杞（辅料）/,kg,KG,1,1
791100000001 ,芝士粉/85g/瓶/卡夫,g,瓶,0.85,1
791200000001 ,大豆色拉油/嘉里/190kg/桶,kg,桶,190,1
791200000002 ,精炼食用棕榈油24度/莎妮雅/18.4kg/箱,kg,箱,18.4,1
791200000003 ,纯正食用猪油Big Eight/大八,kg,桶,23,1
791200000006 ,无盐黄油/安佳,包,包,0.25,1
791200000007 ,非转基因一级大豆油/阳光/9.2kg/桶*2桶/件,kg,桶,9.2,1
791200000008 ,低价酸菜籽油（一级）/嘉里/9.2kg(10L)/桶*2桶/箱,kg,箱,18.4,1
791200000009 ,花旗专用油脂(起酥油)/益海嘉里/16kg/箱,kg,箱,16,1
791200000095 ,精炼食用棕榈油24度/20kg/箱/莎妮雅,kg,箱,20,1
791200000096 ,FRITEX NH38 起酥油/16kg/箱/AAK,kg,箱,16,1
791500000001 ,番茄沙司（成品）/日辰,袋,箱,600,1
791500000004 ,食用淀粉膜（俗称糯米纸）/鑫贝/15*16.5cm（0.83g/张）,kg,kg,1,1
791500000005 ,8英寸面饼/麦西恩/12片/包*16包/箱（41g/张）,包,片,1,12
791500000006 ,5-8目烤花生仁切碎/5kg/袋*2袋/箱/中粮,kg,箱,10,1
791500000101 ,原味咖啡/1kg/雀巢,kg,瓶,1,1
791600000001 ,黄豆/,kg,KG,1,1
791600000002 ,红腰豆/金海,kg,袋,50,1
791900000001 ,冰水,kg,kg,1,1
792100000001 ,鸡蛋（辅料）/,kg,KG,1,1
792100000002 ,蛋清,KG,KG,1,1
792100000005 ,双黄蛋,个,个,1,1
792500000001 ,白灵菇/,kg,罐,0.8,1
792500000002 ,白果仁/闽融,kg,袋,0.5,1
792500000003 ,草菇罐头/金牌,kg,罐,0.425,1
792500000004 ,红枣/SF禾煜,kg,袋,0.68,1
792500000005 ,椰浆/15kg/桶/金牌高达,kg,桶,15,1
792500000006 ,洋槐蜂蜜/1kg/瓶/洋槐,kg,瓶,1,1
792500000007 ,小米辣/1kg/袋/湘君府,kg,袋,1,1
792600000001 ,糯米（辅料）/荣光,kg,袋,25,1
792600000003 ,大米（辅料）/福临门,kg,袋,10,1
793200000001 ,黄油/5kg/块/安佳,kg,块,5,1
793500000001 ,冷冻板栗仁/山实,kg,袋,1,1
793500000002 ,马苏里拉奶酪-百吉福-12kg/袋,kg,袋,12,1
793600000001 ,速冻米饼-52-55g/个/6.5kg/包*3包/箱/潍坊恒大,kg,箱,19.5,1
794100000001 ,帕马森碎奶酪/荷氏农场,袋,kg,1,0.17
794100000002 ,马苏里拉碎奶酪/3kg/袋/百吉福,kg,袋,3,1
794100000003 ,挂面（辅料）/中裕/500g/袋,袋,kg,1,0.5
794100000004 ,咸蛋黄/ ,枚,袋,24,1
794100000010 ,奶酪/马苏里拉,kg,袋,0.227,1
794100000011 ,奶酪/马苏里拉,kg,袋,0.2,1
794100000013 ,帕马森奶酪粉/荷氏农场,kg,瓶,0.227,1
794500000001 ,九制陈皮/百味林,瓶,KG,1,0.11
794500000014 ,即发高活性干酵母/安琪,袋,KG,1,0.18
794600000001 ,糯米（辅料）/AKA,kg,袋,5,1
794600000002 ,红腰豆/HS,kg,袋,2.5,1
794600000003 ,玉米碴（辅料）/FINEFOOD,kg,袋,1,1
794600000005 ,特细通心粉（5号）/瓦索农场,袋,KG,1,1
794600000006 ,通心粉/两头尖/瓦索农场,袋,KG,1,5
794600000010 ,挂面（辅料）/中裕/1kg/包,kg,袋,1,1
A01042000006,90CL冻品猪碎/25kg/箱/龙大,kg,箱,25,1
A01042000012,70-72#冷冻猪前腿肉/龙大/25kg/箱,kg,kg,1,1
A01072000007,50cl猪肉 碎/龙大,kg,件,25,1
A01082000008,冻猪脊膘龙大25kg/箱,kg,箱,25,1
A02052000001,冷冻牛腱肉/乌拉圭439厂,kg,KG,1,1
A02052000002,冷冻牛霖肉（和尚头）/绿源/25kg/箱,kg,箱,25,1
A02082000001,非麦瘦（返90%）/乌拉圭,kg,箱,15,1
A02082000002,50cl牛肉/澳大利亚,kg,箱,25,1
A02082000003,80VL冷冻牛碎肉/乌拉圭8厂/27.2kg/箱,kg,KG,1,1
A02082000004,冷冻去骨牛前部肉(90瘦肉率)/乌拉圭58厂,kg,KG,1,1
A02082000005,冷冻50#牛肉/绿源/25kg/箱,kg,箱,25,1
A02082000008,76#冷冻牛肉/绿源/25kg/箱,kg,箱,25,1
A02082000009,90cl牛肉(瘦肉）/巴基斯坦/25kg/箱,kg,箱,25,1
A02082000010,65cl牛肉(肥肉)/巴基斯坦/25kg/箱,kg,箱,25,1
A02082000011,牛肉(80vl)/乌拉圭/27.2kg/箱,kg,箱,27.2,1
A02092000001,牛肚（HONEY COMB）/巴拉圭4厂,kg,KG,1,1
A02092000002,牛蹄筋(TENDON)/巴拉圭2厂,kg,KG,1,1
A02092000003,牛脂肪/澳大利亚243厂,kg,KG,1,1
A02092000004,牛脂肪/澳大利亚640厂牛脂肪,kg,KG,1,1
A02092000005,牛蹄筋(自购)/巴西14厂,kg,KG,1,1
A02092000006,冷冻牛棒骨/绿源/抄码,kg,kg,1,1
A02092000007,冷冻牛脂肪/绿源/25kg/箱,kg,箱,25,1
A06003000002,大地鱼干,kg,kg,1,1
C02012000001,牛上脑,kg,kg,NULL,NULL
C02032000001,进口421厂前胸肉,kg,箱,22.785,1
C02052000001,牛腱子-澳大利亚-27.2kg/箱,kg,KG,27.2,1
C02052000003,牛腱肉/乌拉圭,kg,KG,1,1
C02082000012,精选牛碎,kg,kg,NULL,NULL
C02082000013,分割肉70CL,kg,箱,25,1
C02082000014,肉筋,kg,箱,25,1
C02092000001,牛金钱肚/内蒙古中敖,kg,箱,20,1
C02092000002,牛蹄筋(客供)/内蒙古中敖,kg,箱,25,1
C02092000003,牛杂,kg,kg,NULL,NULL
C02092000009,牛脸肉/乌拉圭58厂,kg,箱,25,1
C02092000010,牛脸肉/乌拉圭85厂,kg,KG,1,1
C02092000011,牛脸肉/乌拉圭344厂,kg,KG,1,1
C02102000001,牛肉前四分体/澳大利亚668厂,kg,KG,1,1
C02112000001,牛肉后四分体/澳大利亚668厂,kg,KG,1,1
D31300000002,百梦多咖喱原味/1kg/盒/好侍,kg,盒,1,1
